si	d1007-u12-w9	sie
gschtorben	d1007-u12-w10	gestorben
isch	d1007-u12-w11	ist
und	d1007-u13-w1	und
de	d1007-u13-w2	der
vatter	d1007-u13-w3	vater
het	d1007-u13-w4	hat
de	d1007-u13-w5	den
huishalt	d1007-u13-w6	haushalt
uufglööst	d1007-u13-w7	aufgelöst
und	d1007-u14-w1	und
mir	d1007-u15-w1	wir
sind	d1007-u15-w2	sind
alli	d1007-u15-w3	alle
di	d1007-u15-w4	die
chliine	d1007-u15-w5	kleinen
gschwüschterti	d1007-u15-w6	geschwister
sind	d1007-u15-w7	sind
zu	d1007-u15-w8	zu
verwante	d1007-u15-w9	verwandten
choo	d1007-u15-w10	gekommen
und	d1007-u16-w1	und
mi	d1007-u16-w2	meine
mueter	d1007-u16-w3	mutter
ììch	d1007-u16-w4	ich
bi	d1007-u16-w5	bin
zeersch	d1007-u16-w6	zuerst
bi	d1007-u16-w7	bei
miner	d1007-u16-w8	meiner
mueter	d1007-u16-w9	mutter
gsìì	d1007-u16-w10	gewesen
am	d1007-u16-w11	am
schtärbebet	d1007-u16-w12	sterbebett
wil	d1007-u16-w13	weil
ììch	d1007-u17-w1	ich
bì	d1007-u17-w2	bin
gad	d1007-u17-w3	gerade
z	d1007-u17-w4	zu
schtanz	d1007-u17-w5	stans
schoo	d1007-u17-w6	schon
innere	d1007-u17-w7	in einer
schteu	d1007-u17-w8	stelle
gsii	d1007-u17-w9	gewesen
ùnd	d1007-u18-w1	und
het	d1007-u18-w2	hat
di	d1007-u18-w3	die
hebam	d1007-u18-w4	hebamme
prichtet	d1007-u18-w5	berichtet
di	d1007-u18-w6	die
mueter	d1007-u18-w7	mutter
isch	d1007-u18-w8	ist
schwäär	d1007-u18-w9	schwer
di	d1007-u18-w10	die
mueter	d1007-u18-w11	mutter
mues	d1007-u18-w12	muss
schtäärbe	d1007-u18-w13	sterben
s	d1007-u18-w14	es
isch	d1007-u18-w15	ist
zwee	d1007-u18-w16	zwei
wuche	d1007-u18-w17	wochen
nach	d1007-u18-w18	nach
der	d1007-u18-w19	der
geburt	d1007-u18-w20	geburt
gsi	d1007-u18-w21	gewesen
nä	d1007-u19-w1	nachher
bin	d1007-u19-w2	bin
ìch	d1007-u19-w3	ich
i	d1007-u19-w4	in
das	d1007-u19-w5	das
schpitaal	d1007-u19-w6	spital
ùnd	d1007-u19-w7	und
de	d1007-u19-w8	dann
han	d1007-u19-w9	habe
ìch	d1007-u19-w10	ich
i	d1007-u19-w11	in
der	d1007-u19-w12	der
mueter	d1007-u19-w13	mutter
verschpräche	d1007-u19-w14	versprechen
miesse	d1007-u19-w15	müssen
das	d1007-u20-w1	dass
mir	d1007-u20-w2	wir
e	d1007-u20-w3	e
käs	d1007-u20-w4	kein
chind	d1007-u20-w5	kind
is	d1007-u20-w6	ins
waissehuis	d1007-u20-w7	waisenhaus
tiegid	d1007-u20-w8	tuen
ùnd	d1007-u20-w9	und
zämeschtaa	d1007-u20-w10	zusammenstehen
ùnd	d1007-u21-w1	und
ùnd	d1007-u21-w2	und
im	d1007-u21-w3	dem
vatter	d1007-u21-w4	vater
hälffe	d1007-u21-w5	helfen
ùnd	d1007-u21-w6	und
fir	d1007-u21-w7	für
die	d1007-u21-w8	die
chind	d1007-u21-w9	kinder
bi	d1007-u21-w10	bei
de	d1007-u21-w11	den
verwante	d1007-u21-w12	verwandten
zaale	d1007-u21-w13	zahlen
und	d1007-u22-w1	und
das	d1007-u22-w2	das
häm	d1007-u22-w3	haben
mir	d1007-u22-w4	wir
verschproche	d1007-u22-w5	versprochen
und	d1007-u22-w6	und
ìch	d1007-u23-w1	ich
bì	d1007-u23-w2	bin
ja	d1007-u23-w3	ja
da	d1007-u23-w4	damals
s	d1007-u23-w5	das
füfti	d1007-u23-w6	fünfte
chind	d1007-u23-w7	kind
gsìì	d1007-u23-w8	gewesen
zeersch	d1007-u23-w9	zuerst
sind	d1007-u23-w10	sind
zwee	d1007-u23-w11	zwei
bueben	d1007-u23-w12	buben
und	d1007-u23-w13	und
denaa	d1007-u23-w14	danach
sächs	d1007-u23-w15	sechs
maitli	d1007-u23-w16	mädchen
und	d1007-u23-w17	und
wider	d1007-u23-w18	wieder
e	d1007-u23-w19	ein
bueb	d1007-u23-w20	bub
und	d1007-u23-w21	und
wider	d1007-u23-w22	wieder
es	d1007-u23-w23	ein
maitschi	d1007-u23-w24	mädchen
ùnd	d1007-u23-w25	und
de	d1007-u23-w26	dann
de	d1007-u24-w1	dann
isch	d1007-u24-w2	ist
ja	d1007-u24-w3	ja
d	d1007-u24-w4	die
mueter	d1007-u24-w5	mutter
gschtorbe	d1007-u24-w6	gestorben
zwee	d1007-u24-w7	zwei
wuchen	d1007-u24-w8	wochen
nachhär	d1007-u24-w9	nachher
guet	d1007-u25-w1	gut
de	d1007-u25-w2	der
vatter	d1007-u25-w3	vater
het	d1007-u25-w4	hat
der	d1007-u25-w5	den
huishalt	d1007-u25-w6	haushalt
uifglööst	d1007-u25-w7	aufgelöst
ùnd	d1007-u25-w8	und
miir	d1007-u25-w9	wir
hend	d1007-u25-w10	haben
niit	d1007-u25-w11	nicht
chänne	d1007-u25-w12	können
me	d1007-u25-w13	mehr
hai	d1007-u25-w14	heim
mir	d1007-u26-w1	wir
sind	d1007-u26-w2	sind
aifach	d1007-u26-w3	einfach
die	d1007-u26-w4	die
woo	d1007-u26-w5	wo
hend	d1007-u26-w6	haben
chennen	d1007-u26-w7	können
us	d1007-u26-w8	aus
de	d1007-u26-w9	der
schuel	d1007-u26-w10	schule
gsii	d1007-u26-w11	gewesen
sind	d1007-u26-w12	sind
sind	d1007-u26-w13	sind
go	d1007-u26-w14	gan
s	d1007-u26-w15	das
broot	d1007-u26-w16	brot
verdienä	d1007-u26-w17	verdienen
hend	d1007-u27-w1	haben
im	d1007-u27-w2	dem
vatter	d1007-u27-w3	vater
haiggä	d1007-u27-w4	heimgegeben
was	d1007-u27-w5	was
het	d1007-u27-w6	hat
me	d1007-u27-w7	man
daa	d1007-u27-w8	da
loon	d1007-u27-w9	lohn
ghaa	d1007-u27-w10	gehabt
zää	d1007-u27-w11	zehn
franke	d1007-u27-w12	franken
im	d1007-u27-w13	im
monet	d1007-u27-w14	monat
und	d1007-u28-w1	und
choscht	d1007-u28-w2	kost
und	d1007-u28-w3	und
s	d1007-u28-w4	das
schlaafe	d1007-u28-w5	schlafen
ùùnd	d1007-u29-w1	und
ùnd	d1007-u29-w2	und
de	d1007-u29-w3	dann
hend	d1007-u29-w4	haben
mini	d1007-u29-w5	meine
maischtersliit	d1007-u29-w6	meistersleute
duezmaal	d1007-u29-w7	dazumal
de	d1007-u29-w8	den
loon	d1007-u29-w9	lohn
gad	d1007-u29-w10	gerade
im	d1007-u29-w11	dem
vatter	d1007-u29-w12	vater
ggää	d1007-u29-w13	gegeben
und	d1007-u30-w1	und
de	d1007-u30-w2	der
vatter	d1007-u30-w3	vater
het	d1007-u30-w4	hat
für	d1007-u30-w5	für
für	d1007-u30-w6	für
drii	d1007-u30-w7	drei
vier	d1007-u30-w8	vier
chind	d1007-u30-w9	kinder
no	d1007-u30-w10	noch
choschtgält	d1007-u30-w11	kostgeld
zaalt	d1007-u30-w12	gezahlt
uund	d1007-u31-w1	und
und	d1007-u31-w2	und
so	d1007-u31-w3	so
isch	d1007-u31-w4	ist
das	d1007-u31-w5	das
mit	d1007-u32-w1	mit
de	d1007-u32-w2	der
ziit	d1007-u32-w3	zeit
isch	d1007-u32-w4	ist
de	d1007-u32-w5	der
chli	d1007-u32-w6	klein
weniger	d1007-u32-w7	weniger
woorde	d1007-u32-w8	geworden
isch	d1007-u32-w9	ist
wider	d1007-u32-w10	wieder
de	d1007-u32-w11	der
vatter	d1007-u32-w12	vater
het	d1007-u32-w13	hat
òü	d1007-u32-w14	auch
miessen	d1007-u32-w15	müssen
en	d1007-u32-w16	eine
andere	d1007-u32-w17	andere
schtel	d1007-u32-w18	stelle
aanää	d1007-u32-w19	annehmen
är	d1007-u32-w20	er
isch	d1007-u32-w21	ist
ufere	d1007-u32-w22	auf einer
saagi	d1007-u32-w23	säge
schtanz	d1007-u33-w2	stans
het	d1007-u33-w3	hat
er	d1007-u33-w4	er
gschaffet	d1007-u33-w5	geschafft
won	d1007-u33-w6	wo
er	d1007-u33-w7	er
het	d1007-u33-w8	hat
chenne	d1007-u33-w9	konnte
choscht	d1007-u33-w10	kost
und	d1007-u33-w11	und
loschii	d1007-u33-w12	logis
haa	d1007-u33-w13	haben
er	d1007-u33-w14	er
het	d1007-u33-w15	hat
si	d1007-u33-w16	seine
famili	d1007-u33-w17	familie
isch	d1007-u34-w1	ist
als	d1007-u34-w2	alles
usenandchoo	d1007-u34-w3	auseinandergekommen
e	d1007-u34-w5	eine
tante	d1007-u34-w6	tante
het	d1007-u34-w7	hat
das	d1007-u34-w8	das
e	d1007-u34-w9	ein
chli	d1007-u34-w10	klein
glòüb	d1007-u35-w1	glaube
ìch	d1007-u35-w2	ich
echli	d1007-u35-w3	ein klein
organisiert	d1007-u35-w4	organisiert
uf	d1007-u35-w5	auf
al	d1007-u35-w6	alle
fäl	d1007-u35-w7	fälle
am	d1007-u35-w8	am
aabig	d1007-u35-w9	abend
wo	d1007-u35-w10	wo
de	d1007-u35-w11	der
vatter	d1007-u35-w12	vater
hai	d1007-u35-w13	heim
cho	d1007-u35-w14	gekommen
isch	d1007-u35-w15	ist
isch	d1007-u35-w16	ist
aifach	d1007-u35-w17	einfach
niit	d1007-u35-w18	nicht
me	d1007-u35-w19	mehr
daa	d1007-u35-w20	da
gsii	d1007-u35-w21	gewesen
isch	d1007-u36-w1	ist
alles	d1007-u36-w2	alles
furt	d1007-u36-w3	fort
gsii	d1007-u36-w4	gewesen
und	d1007-u36-w5	und
mi	d1007-u36-w6	meine
mueter	d1007-u36-w7	mutter
het	d1007-u36-w8	hat
seer	d1007-u36-w9	sehr
schèèni	d1007-u36-w10	schöne
sache	d1007-u36-w11	sachen
praacht	d1007-u36-w12	gebracht
vo	d1007-u36-w13	von
iirer	d1007-u36-w14	ihrer
iri	d1007-u37-w1	ihre
mueter	d1007-u37-w2	mutter
het	d1007-u37-w3	hat
si	d1007-u37-w4	sie
mitgno	d1007-u37-w5	mitgenommen
i	d1007-u37-w6	in
d	d1007-u37-w7	die
so	d1007-u37-w8	so
alti	d1007-u37-w9	alte
komoode	d1007-u37-w10	komoden
und	d1007-u37-w11	und
alti	d1007-u37-w12	alte
schränkli	d1007-u37-w13	schränkchen
und	d1007-u37-w14	und
mi	d1007-u37-w15	meine
mueter	d1007-u37-w16	mutter
het	d1007-u37-w17	hat
ja	d1007-u37-w18	ja
no	d1007-u37-w19	noch
tracht	d1007-u37-w20	tracht
trait	d1007-u37-w21	getragen
isch	d1007-u38-w1	ist
achzehundertsibenesibezg	d1007-u38-w2	achtzehnhundertsiebenundsiebzig
geboore	d1007-u38-w3	geboren
und	d1007-u39-w1	und
soo	d1007-u39-w2	so
isch	d1007-u39-w3	ist
halt	d1007-u39-w4	halt
vil	d1007-u39-w5	viel
aifacht	d1007-u39-w6	einfach
verloore	d1007-u39-w7	verloren
ggange	d1007-u39-w8	gegangen
wo	d1007-u39-w9	wo
mir	d1007-u39-w10	wir
gaar	d1007-u39-w11	gar
nid	d1007-u39-w12	nicht
wüssed	d1007-u39-w13	wissen
wos	d1007-u39-w14	wo es
hìì	d1007-u39-w15	hin
cho	d1007-u39-w16	gekommen
isch	d1007-u39-w17	ist
und	d1007-u40-w1	und
de	d1007-u40-w2	der
vatter	d1007-u40-w3	vater
isch	d1007-u40-w4	ist
in	d1007-u40-w5	in
näüchiuch	d1007-u40-w6	neukirch
gsii	d1007-u40-w7	gewesen
bimene	d1007-u40-w8	bei einem
groosse	d1007-u40-w9	grossen
puir	d1007-u40-w10	bauern
als	d1007-u40-w11	als
mälcher	d1007-u40-w12	melker
äär	d1007-u41-w1	er
isch	d1007-u41-w2	ist
ja	d1007-u41-w3	ja
vo	d1007-u41-w4	von
dihaimen	d1007-u41-w5	zuhause
uis	d1007-u41-w6	aus
e	d1007-u41-w7	ein
puirebueb	d1007-u41-w8	bauernbub
gsii	d1007-u41-w9	gewesen
und	d1007-u42-w1	und
soo	d1007-u42-w2	so
isch	d1007-u42-w3	ist
es	d1007-u42-w4	es
ggangen	d1007-u42-w5	gegangen
und	d1007-u42-w6	und
me	d1007-u42-w7	man
isch	d1007-u42-w8	ist
i	d1007-u42-w9	in
de	d1007-u42-w10	der
schtelle	d1007-u42-w11	stelle
gsii	d1007-u42-w12	gewesen
und	d1007-u42-w13	und
bis	d1007-u42-w14	bis
ìch	d1007-u42-w15	ich
zwänzgi	d1007-u42-w16	zwanzig
gsii	d1007-u42-w17	gewesen
bì	d1007-u42-w18	bin
han	d1007-u42-w19	habe
ììch	d1007-u42-w20	ich
vo	d1007-u42-w21	von
mim	d1007-u42-w22	meinem
loon	d1007-u42-w23	lohn
nie	d1007-u42-w24	nie
e	d1007-u42-w25	einen
rappe	d1007-u42-w26	rappen
gsee	d1007-u42-w27	gesehen
ìch	d1007-u44-w1	ich
bi	d1007-u44-w2	bin
i	d1007-u44-w3	in
huishaltschtelle	d1007-u44-w4	haushaltstellen
gsii	d1007-u44-w5	gewesen
aso	d1007-u45-w1	also
ai	d1007-u45-w2	eine
schtel	d1007-u45-w3	stelle
han	d1007-u45-w4	habe
ich	d1007-u45-w5	ich
ghaa	d1007-u45-w6	gehabt
da	d1007-u45-w7	da
het	d1007-u45-w8	hat
glii	d1007-u45-w9	gleich
nach	d1007-u45-w10	nach
dem	d1007-u45-w11	dem
da	d1007-u45-w12	da
d	d1007-u45-w13	die
mueter	d1007-u45-w14	mutter
gschtoorbe	d1007-u45-w15	gestorben
gsii	d1007-u45-w16	gewesen
isch	d1007-u45-w17	ist
het	d1007-u46-w1	hat
jemand	d1007-u46-w2	jemand
ich	d1007-u46-w3	ich
waiss	d1007-u46-w4	weiss
nid	d1007-u46-w5	nicht
wäär	d1007-u46-w6	wer
i	d1007-u46-w7	in
mim	d1007-u46-w8	meinem
vatter	d1007-u46-w9	vater
gsait	d1007-u46-w10	gesagt
ich	d1007-u46-w11	ich
sèl	d1007-u46-w12	solle
nach	d1007-u46-w13	nach
nüüägeri	d1007-u46-w14	neuägeri
gaa	d1007-u46-w15	gehen
und	d1007-u47-w1	und
deet	d1007-u47-w2	dort
sig	d1007-u47-w3	sei
e	d1007-u47-w4	eine
schpinneri	d1007-u47-w5	spinnerei
und	d1007-u47-w6	und
det	d1007-u47-w7	dort
chen	d1007-u47-w8	könne
ich	d1007-u47-w9	ich
schaffe	d1007-u47-w10	schaffen
und	d1007-u47-w11	und
de	d1007-u47-w12	dort
sig	d1007-u47-w13	sei
es	d1007-u47-w14	ein
medchenhaim	d1007-u47-w15	mädchenheim
vonnere	d1007-u48-w1	von einer
chlooschterfròü	d1007-u48-w2	klosterfrau
glaitet	d1007-u48-w3	geleitet
und	d1007-u48-w4	und
de	d1007-u48-w5	dann
chenn	d1007-u48-w6	könne
ich	d1007-u48-w7	ich
det	d1007-u48-w8	dort
ässen	d1007-u48-w9	essen
und	d1007-u48-w10	und
schlaaffe	d1007-u48-w11	schlafen
daa	d1007-u48-w12	dort
sait	d1007-u48-w13	sagt
mii	d1007-u48-w14	mein
vatter	d1007-u48-w15	vater
das	d1007-u49-w1	das
isch	d1007-u49-w2	ist
doch	d1007-u49-w3	doch
härrlich	d1007-u49-w4	herrlich
de	d1007-u49-w5	dann
mues	d1007-u49-w6	muss
ich	d1007-u49-w7	ich
scho	d1007-u49-w8	schon
firnes	d1007-u49-w9	für ein
maitli	d1007-u49-w10	mädchen
weniger	d1007-u49-w11	weniger
chummer	d1007-u49-w12	kummer
haa	d1007-u49-w13	haben
ich	d1007-u49-w14	ich
bi	d1007-u49-w15	bin
do	d1007-u49-w16	damals
füfze	d1007-u49-w17	fünfzehn
järig	d1007-u49-w18	jährig
gsi	d1007-u49-w19	gewesen
ne	d1007-u50-w1	danach
bin	d1007-u50-w2	bin
ich	d1007-u50-w3	ich
dette	d1007-u50-w4	dort
i	d1007-u50-w5	in
das	d1007-u50-w6	das
näü-ägeri	d1007-u50-w7	neuägeri
choo	d1007-u50-w8	gekommen
und	d1007-u50-w9	und
ich	d1007-u50-w10	ich
hät	d1007-u50-w11	hätte
ja	d1007-u50-w12	ja
gaar	d1007-u50-w13	gar
nid	d1007-u50-w14	nicht
tèrffe	d1007-u50-w15	dürfen
i	d1007-u50-w16	in
d	d1007-u50-w17	die
fabrik	d1007-u50-w18	fabrik
me	d1007-u50-w19	man
het	d1007-u50-w20	hat
doo	d1007-u50-w21	damals
miesse	d1007-u50-w22	müssen
achzäni	d1007-u50-w23	achtzehn
sii	d1007-u50-w24	sein
ùnd	d1007-u51-w1	und
de	d1007-u51-w2	dann
het	d1007-u51-w3	hat
die	d1007-u51-w4	die
chlooschterfròü	d1007-u51-w5	klosterfrau
gsait	d1007-u51-w6	gesagt
ja	d1007-u51-w7	ja
mir	d1007-u52-w1	wir
nämid	d1007-u52-w2	nehmen
dich	d1007-u52-w3	dich
ez	d1007-u52-w4	jetzt
aber	d1007-u52-w5	aber
dui	d1007-u52-w6	du
muesch	d1007-u52-w7	musst
am	d1007-u52-w8	am
suntig	d1007-u52-w9	sonntag
i	d1007-u52-w10	in
d	d1007-u52-w11	die
chrischteleer	d1007-u52-w12	christenlehre
aber	d1007-u52-w13	aber
dui	d1007-u52-w14	du
tarfsch	d1007-u52-w15	darfst
dich	d1007-u52-w16	dich
nid	d1007-u52-w17	nicht
aamälde	d1007-u52-w18	anmelden
schüsch	d1007-u52-w19	sonst
märkid	d1007-u52-w20	merken
si	d1007-u52-w21	sie
as	d1007-u52-w22	dass
dui	d1007-u52-w23	du
mis	d1007-u52-w24	mein
as	d1007-u52-w25	dass
dui	d1007-u52-w26	du
äbe	d1007-u53-w1	eben
z	d1007-u53-w2	zu
jung	d1007-u53-w3	jung
bisch	d1007-u53-w4	bist
und	d1007-u53-w5	und
denaa	d1007-u53-w6	danach
bin	d1007-u54-w1	bin
ich	d1007-u54-w2	ich
i	d1007-u54-w3	in
de	d1007-u54-w4	der
fabrik	d1007-u54-w5	fabrik
gsii	d1007-u54-w6	gewesen
und	d1007-u54-w7	und
mir	d1007-u54-w8	mir
hets	d1007-u54-w9	hat es
halt	d1007-u54-w10	halt
gaar	d1007-u54-w11	gar
nid	d1007-u54-w12	nicht
eso	d1007-u54-w13	so
gfalle	d1007-u54-w14	gefallen
und	d1007-u55-w1	und
de	d1007-u55-w2	dann
han	d1007-u55-w3	habe
ich	d1007-u55-w4	ich
ö̀ü	d1007-u55-w5	auch
miesse	d1007-u55-w6	müssen
was	d1007-u55-w7	was
han	d1007-u55-w8	habe
ich	d1007-u55-w9	ich
miesse	d1007-u55-w10	müssen
mache	d1007-u55-w11	machen
als	d1007-u55-w12	als
über	d1007-u55-w13	über
jüngschti	d1007-u55-w14	jüngste
chli	d1007-u56-w1	klein
wischen	d1007-u56-w2	wischen
und	d1007-u56-w3	und
der	d1007-u56-w4	den
träk	d1007-u56-w5	dreck
mache	d1007-u56-w6	machen
und	d1007-u56-w7	und
de	d1007-u56-w8	dann
bin	d1007-u56-w9	bin
ich	d1007-u56-w10	ich
ainisch	d1007-u56-w11	einest
zum	d1007-u56-w12	zum
tiräkter	d1007-u56-w13	direktor
und	d1007-u56-w14	und
ha	d1007-u56-w15	habe
gsait	d1007-u56-w16	gesagt
wische	d1007-u57-w1	wischen
chenn	d1007-u57-w2	kann
ich	d1007-u57-w3	ich
vo	d1007-u57-w4	von
haimen	d1007-u57-w5	heim
uis	d1007-u57-w6	aus
scho	d1007-u57-w7	schon
ich	d1007-u57-w8	ich
mècht	d1007-u57-w9	möchte
echli	d1007-u57-w10	ein klein
en	d1007-u57-w11	eine
aarbet	d1007-u57-w12	arbeit
hat	d1007-u57-w13	haben
wo	d1007-u57-w14	die
eppis	d1007-u57-w15	etwas
bringi	d1007-u57-w16	bringe
und	d1007-u57-w17	und
ich	d1007-u57-w18	ich
mies	d1007-u57-w19	müsse
eppis	d1007-u57-w20	etwas
verdiene	d1007-u57-w21	verdienen
ich	d1007-u57-w22	ich
mies	d1007-u57-w23	müsse
em	d1007-u57-w24	dem
vatter	d1007-u58-w1	vater
hälffe	d1007-u58-w2	helfen
fir	d1007-u58-w3	für
minderjäärigi	d1007-u58-w4	minderjährige
chind	d1007-u58-w5	kinder
z	d1007-u58-w6	zu
zaale	d1007-u58-w7	zahlen
ich	d1007-u58-w8	ich
haig	d1007-u58-w9	habe
das	d1007-u58-w10	das
verschprochen	d1007-u58-w11	versprochen
und	d1007-u58-w12	und
soo	d1007-u58-w13	so
und	d1007-u59-w1	und
dää	d1007-u59-w2	der
het	d1007-u59-w3	hat
a	d1007-u59-w4	an
mir	d1007-u59-w5	mir
esoon	d1007-u59-w6	so
e	d1007-u59-w7	eine
fräüd	d1007-u59-w8	freude
gha	d1007-u59-w9	gehabt
und	d1007-u59-w10	und
de	d1007-u59-w11	dann
het	d1007-u59-w12	hat
er	d1007-u59-w13	er
gluegt	d1007-u59-w14	gelugt
as	d1007-u59-w15	dass
ich	d1007-u59-w16	ich
ha	d1007-u59-w17	habe
chenne	d1007-u59-w18	können
an	d1007-u59-w19	an
e	d1007-u59-w20	eine
maschine	d1007-u59-w21	maschine
mitere	d1007-u60-w1	mit einer
zwee	d1007-u60-w2	zwei
eltere	d1007-u60-w3	älteren
fräue	d1007-u60-w4	frauen
die	d1007-u60-w5	die
sind	d1007-u60-w6	sind
für	d1007-u60-w7	für
mììch	d1007-u60-w8	mich
wie	d1007-u60-w9	wie
mietere	d1007-u60-w10	mütter
gsii	d1007-u60-w11	gewesen
die	d1007-u61-w1	die
hend	d1007-u61-w2	haben
mich	d1007-u61-w3	mich
den	d1007-u61-w4	dann
nachegnoo	d1007-u61-w5	nachhingenommen
und	d1007-u61-w6	und
det	d1007-u61-w7	dort
han	d1007-u61-w8	habe
ich	d1007-u61-w9	ich
de	d1007-u61-w10	dann
chenne	d1007-u61-w11	können
schaffe	d1007-u61-w12	schaffen
und	d1007-u61-w13	und
de	d1007-u61-w14	dann
han	d1007-u61-w15	habe
ich	d1007-u61-w16	ich
scheen	d1007-u61-w17	schön
verdienet	d1007-u61-w18	verdient
und	d1007-u62-w1	und
mi	d1007-u62-w2	mein
vatter	d1007-u62-w3	vater
isch	d1007-u62-w4	ist
glüklich	d1007-u62-w5	glücklich
gsii	d1007-u62-w6	gewesen
und	d1007-u62-w7	und
gsait	d1007-u62-w8	gesagt
pliib	d1007-u62-w9	bleib
amel	d1007-u62-w10	allmal
òü	d1007-u62-w11	auch
hani	d1007-u62-w12	habe ich
gsait	d1007-u62-w13	gesagt
ich	d1007-u62-w14	ich
pliibe	d1007-u62-w15	bleibe
äs	d1007-u62-w16	ein
jaar	d1007-u62-w17	jahr
wil	d1007-u63-w1	weil
alig	d1007-u63-w2	allweg
mi	d1007-u63-w3	meine
mueter	d1007-u63-w4	mutter
gsait	d1007-u63-w5	gesagt
het	d1007-u63-w6	hat
wemme	d1007-u63-w7	wenn man
nid	d1007-u63-w8	nicht
es	d1007-u63-w9	ein
jaar	d1007-u63-w10	jahr
innere	d1007-u63-w11	in einer
schtel	d1007-u63-w12	stelle
pliibt	d1007-u63-w13	bleibt
isch	d1007-u63-w14	ist
daas	d1007-u63-w15	das
e	d1007-u63-w16	ein
schlächte	d1007-u63-w17	schlechter
karakter	d1007-u63-w18	charakter
es	d1007-u64-w1	ein
jaar	d1007-u64-w2	jahr
isch	d1007-u64-w3	ist
s	d1007-u64-w4	das
wenigisch	d1007-u64-w5	wenigste
womme	d1007-u64-w6	das man
bliibt	d1007-u64-w7	bleibt
sigs	d1007-u64-w8	sei es
guet	d1007-u64-w9	gut
oder	d1007-u64-w10	oder
schlächt	d1007-u64-w11	schlecht
guet	d1007-u65-w1	gut
ich	d1007-u65-w2	ich
bin	d1007-u65-w3	bin
äs	d1007-u65-w4	ein
jaar	d1007-u65-w5	jahr
gsii	d1007-u65-w6	gewesen
und	d1007-u65-w7	und
de	d1007-u65-w8	dann
bin	d1007-u65-w9	bin
ich	d1007-u65-w10	ich
halt	d1007-u65-w11	halt
wider	d1007-u65-w12	wieder
in	d1007-u65-w13	in
e	d1007-u65-w14	eine
huishaltig	d1007-u65-w15	haushaltung
hushalt	d1007-u66-w1	haushalt
und	d1007-u66-w2	und
gärtnerii	d1007-u66-w3	gärtnerei
isch	d1007-u66-w4	ist
de	d1007-u66-w5	dann
gsii	d1007-u66-w6	gewesen
bin	d1007-u66-w7	bin
iich	d1007-u66-w8	ich
in	d1007-u66-w9	in
littau	d1007-u66-w10	littau
gsii	d1007-u66-w11	gewesen
und	d1007-u67-w1	und
den	d1007-u67-w2	dann
na	d1007-u67-w3	noch
zletscht	d1007-u67-w4	zuletzt
im	d1007-u67-w5	im
schtans	d1007-u67-w7	stans
i	d1007-u67-w8	in
de	d1007-u67-w9	der
